Name,Cuisines,Area,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,AverageCost,cui_North_Indian,cui_Beverages,cui_Chinese,cui_Desserts,cui_Fast_Food,cui_Biryani,cui_South_Indian,cui_Street_Food,cui_Shake,cui_Mughlai,cui_Ice_Cream,cui_Bakery,cui_Pizza,cui_Burger,cui_Rolls,cui_Seafood,cui_Kebab,cui_Sandwich,cui_Momos,cui_Andhra,CuisineListStr
The Baker's Dozen,"Bakery, Desserts",Rajajinagar,1,0,0,0,,0,4.0,39,150,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Desserts
Mandya Pork Military Hotel,South Indian,Magadi Road,1,1,1,0,,0,4.3,176,300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian
Taste Of Kolkata,"Biryani, Bengali",New BEL Road,1,0,0,0,,0,3.7,266,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|Bengali
Donne Biriyani Angadi Mane,"South Indian, Biryani",Rajajinagar,1,1,1,0,3.6,98,4.1,2971,250,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Biryani
Malleshwaram Holige Mane,South Indian,Malleshwaram,1,1,0,0,3.7,21,4.2,1006,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian
Kabab Palace,"North Indian, Chinese, Mughlai",Rajajinagar,1,1,1,0,3.6,108,4.1,1723,400,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Mughlai
Sri Kabalamma Pork Mutton Hotel,Mangalorean,Basaveshwara Nagar,1,1,1,0,,2,4.2,240,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mangalorean
Gowdara Hatti,"South Indian, Biryani",Malleshwaram,1,1,1,0,3.5,73,4.0,4999,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Biryani
Antarastriya,"Pizza, Fast Food, Chinese, Beverages, Shake, Italian, Mexican, Juices",Malleshwaram,1,1,1,0,3.9,411,4.0,2234,450,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Pizza|Fast Food|Chinese|Beverages|Shake|Italian|Mexican|Juices
Nammur Donne Biryani,"Biryani, South Indian",Frazer Town,1,1,1,0,,1,4.0,73,300,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|South Indian
BIB - Breakfast In The Box,Continental,Yeshwantpur,1,1,0,0,,0,3.7,1492,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Continental
Amogha Sagar Grand,"South Indian, Chinese, Fast Food, Shake, Beverages",Basaveshwara Nagar,1,1,1,0,3.7,7,3.9,151,300,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,South Indian|Chinese|Fast Food|Shake|Beverages
Havmor Ice Cream,"Desserts, Ice Cream, Beverages",Seshadripuram,1,1,1,0,3.1,22,4.4,303,300,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Desserts|Ice Cream|Beverages
K S Fast Food,"Fast Food, Street Food, Italian, Shake",Yeshwantpur,1,1,0,0,,0,3.7,55,150,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Fast Food|Street Food|Italian|Shake
Gully Treats,"North Indian, Street Food, Fast Food, Sandwich, Shake, Beverages",Basaveshwara Nagar,1,1,1,0,4.0,107,4.0,996,300,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,North Indian|Street Food|Fast Food|Sandwich|Shake|Beverages
Tasty Munch,"Fast Food, Sandwich, Pizza, Chinese, Beverages, Shake",Rajajinagar,1,1,0,1,3.5,53,4.0,1350,400,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Fast Food|Sandwich|Pizza|Chinese|Beverages|Shake
Rajasthani Bhojan,Rajasthani,Rajajinagar,1,1,1,0,3.5,9,3.9,157,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rajasthani
Vishnu Upahar,"South Indian, Chinese",RT Nagar,1,1,1,0,,1,4.2,171,300,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Chinese
The Fatty Bao,"Asian, Japanese, Sushi, Chinese, Thai, Momos, Beverages",Lavelle Road,1,1,1,0,3.7,9,3.9,570,1000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Asian|Japanese|Sushi|Chinese|Thai|Momos|Beverages
Narthaki Family Restaurant,"North Indian, Mughlai",Majestic,1,1,1,0,3.8,93,4.0,47,500,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,North Indian|Mughlai
KFDC Mathsya Darshini,"Mangalorean, Seafood",Rajajinagar,1,1,1,0,3.6,0,3.7,27,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mangalorean|Seafood
Shanti Tiffin House,Rajasthani,Rajajinagar,1,1,1,0,3.7,7,,21,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rajasthani
Sundae Everyday Ice Creams,"Ice Cream, Shake",Vasanth Nagar,1,0,0,0,,0,4.0,43,150,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Ice Cream|Shake
Hatti Kaapi,"Coffee, Fast Food, Beverages","Orion Mall, Malleshwaram",1,1,0,0,2.7,39,3.4,958,400,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Coffee|Fast Food|Beverages
Ambur Hot Dum Biriyani,"Biryani, Mughlai",Sanjay Nagar,1,1,0,0,,0,4.0,27,250,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Biryani|Mughlai
Punjabites By Empire,"North Indian, Mughlai, Biryani, Desserts, Beverages",Rajajinagar,1,1,0,0,,0,3.4,35,200,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,North Indian|Mughlai|Biryani|Desserts|Beverages
Hotel New Panchavati,"North Indian, Chinese, Biryani, South Indian, Mughlai, BBQ, Bengali",Vijay Nagar,1,1,1,0,3.2,81,3.9,1742,600,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese|Biryani|South Indian|Mughlai|BBQ|Bengali
Ganesh Food Joint,"South Indian, North Indian, Chinese, Fast Food, Desserts, Beverages",Malleshwaram,1,1,1,0,3.2,57,4.0,5431,300,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|North Indian|Chinese|Fast Food|Desserts|Beverages
Plan B,"American, Continental",New BEL Road,1,0,1,0,4.0,550,4.1,377,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,American|Continental
H3Y Salad Cafe,"Salad, Healthy Food, Fast Food, Beverages",Sanjay Nagar,1,1,1,0,3.2,5,3.7,33,350,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Salad|Healthy Food|Fast Food|Beverages
Lakshmi Juice Centre,"Beverages, Juices, Ice Cream, Shake",Seshadripuram,1,1,0,0,,0,4.4,141,100,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Beverages|Juices|Ice Cream|Shake
NOTO- Healthy ice cream,"Ice Cream, Desserts",Rajajinagar,1,1,0,0,,0,4.4,152,100,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ice Cream|Desserts
Samrudh Veg,"South Indian, Chinese, Shake",Cunningham Road,1,1,1,1,3.2,19,4.0,242,200,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,South Indian|Chinese|Shake
Kwality Wall’s Frozen Dessert and Ice Cream Shop,Ice Cream,Rajajinagar,1,1,0,0,,0,4.4,225,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ice Cream
Pasta Street,"Pasta, Pizza, Italian, European, Salad, Desserts, Beverages",Cunningham Road,1,1,1,0,4.6,2963,4.2,1555,1500,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pasta|Pizza|Italian|European|Salad|Desserts|Beverages
Hao Chi,"Vietnamese, Chinese",New BEL Road,1,0,0,0,,0,3.9,3069,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vietnamese|Chinese
Homelike,"North Indian, Rolls",Rajajinagar,1,0,0,0,,0,3.3,17,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,North Indian|Rolls
Simply Chats,"Street Food, Sandwich, Ice Cream, Beverages",Basaveshwara Nagar,1,1,0,0,3.2,0,3.8,352,300,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Street Food|Sandwich|Ice Cream|Beverages
Davanagere Butter Dosa Hotel,"South Indian, Street Food",Rajajinagar,1,1,1,0,3.4,8,4.5,460,150,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Street Food
Burger Elite,"Burger, Sandwich, Fast Food",Rajajinagar,1,1,1,0,3.5,24,3.8,101,150,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Burger|Sandwich|Fast Food
Elevate58,"Chinese, North Indian, Arabian, Biryani",Basaveshwara Nagar,1,1,1,0,3.7,39,3.9,199,550,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|North Indian|Arabian|Biryani
One By Two Coffee,"Chinese, South Indian, Beverages",Basaveshwara Nagar,1,1,1,0,,1,4.0,20,150,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|South Indian|Beverages
Paris Restaurant,"North Indian, Chinese, Biryani, Seafood, Mughlai",Yeshwantpur,1,1,1,0,3.4,65,3.8,973,350,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,North Indian|Chinese|Biryani|Seafood|Mughlai
New Spice Tandoori,"Chinese, North Indian, South Indian, Andhra",Basaveshwara Nagar,1,1,1,0,3.5,11,3.8,178,400,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Chinese|North Indian|South Indian|Andhra
Achyutha's  Green Chilly Restaurant,"North Indian, Chinese",Yeshwantpur,1,1,1,0,,1,4.0,47,300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Chinese
Ice Fort,"Ice Cream, Desserts, Beverages, Shake, Sandwich",Basaveshwara Nagar,1,1,1,0,3.8,58,4.4,571,300,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Ice Cream|Desserts|Beverages|Shake|Sandwich
Absolute Chinese,"Chinese, Asian, Continental, Thai",Rajajinagar,1,1,1,0,3.6,117,3.8,4693,450,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|Asian|Continental|Thai
Planet Coffee,"Sandwich, Fast Food, Beverages, Shake",RT Nagar,1,1,1,0,3.4,5,4.3,125,200,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Sandwich|Fast Food|Beverages|Shake
Haka,"Chinese, Asian, Momos",Rajajinagar,1,0,0,0,,0,4.1,237,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Chinese|Asian|Momos
Cafe Noir,"Coffee, Italian, Desserts, Beverages, Sandwich, Burger, Continental, Fast Food","Orion Mall, Malleshwaram",1,0,1,0,4.1,1314,3.8,123,1500,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Coffee|Italian|Desserts|Beverages|Sandwich|Burger|Continental|Fast Food
Chopstick,"Chinese, Desserts, Seafood, Burger",RT Nagar,1,0,0,0,,0,3.9,182,250,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Chinese|Desserts|Seafood|Burger
MISU,"Asian, Japanese, Thai, Burmese, Korean, Indonesian, Vietnamese, Singaporean",Seshadripuram,1,1,1,0,4.0,172,4.2,156,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asian|Japanese|Thai|Burmese|Korean|Indonesian|Vietnamese|Singaporean
Bhairaveshwara Military Hotel,"North Indian, South Indian, Biryani",Malleshwaram,1,1,1,0,4.1,434,3.3,18000,400,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|South Indian|Biryani
Pizza Stop,"Pasta, Pizza, Fast Food",Malleshwaram,1,1,1,1,2.6,47,4.0,984,400,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pasta|Pizza|Fast Food
Globo Ice Creams of the World,Ice Cream,Rajajinagar,1,0,0,0,,0,4.0,17,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ice Cream
HERBI,"Burger, Salad, Healthy Food, Wraps, Shake, Beverages, Fast Food",Malleshwaram,1,0,0,0,,0,4.0,45,200,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Burger|Salad|Healthy Food|Wraps|Shake|Beverages|Fast Food
Biryani Ka Baap,"Biryani, Chinese, Momos, Rolls",Yeshwantpur,1,1,0,0,,0,3.2,735,200,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Biryani|Chinese|Momos|Rolls
UKDK Holige Mane Kuruk Thindi Shop,Street Food,Yeshwantpur,1,1,0,0,,0,4.1,75,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Street Food
Pattegar Donne Biriyani,"Chinese, North Indian, Rolls, Biryani, Desserts",Vijay Nagar,1,1,1,0,3.3,9,4.0,169,400,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Chinese|North Indian|Rolls|Biryani|Desserts
Maarish Food Joint,"Chinese, North Indian",Rajajinagar,1,1,0,0,,0,4.1,486,350,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|North Indian
PVR Café,"Fast Food, Burger, Pizza, Hot dogs",Yeshwantpur,1,0,0,0,,0,3.7,48,200,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Fast Food|Burger|Pizza|Hot dogs
Deepu's Kitchen,"South Indian, Chinese, Biryani",RT Nagar,1,1,1,0,3.7,56,4.0,75,300,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Chinese|Biryani
Kadai,"North Indian, Chinese, South Indian, Seafood, Andhra, Biryani",Basaveshwara Nagar,1,1,1,0,3.2,89,4.1,1995,650,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,North Indian|Chinese|South Indian|Seafood|Andhra|Biryani
Pizzza Next,"Fast Food, Pizza, Burger, Beverages",Malleshwaram,1,0,0,0,,0,4.1,868,150,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Fast Food|Pizza|Burger|Beverages
The Food Corner,"Chinese, North Indian, Street Food, Fast Food, Beverages, Rolls, Sandwich",Vasanth Nagar,1,1,1,0,3.3,15,4.2,373,400,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Chinese|North Indian|Street Food|Fast Food|Beverages|Rolls|Sandwich
Ammi's Biryani,"Biryani, Mughlai, Beverages, Desserts, Kebab",Rajajinagar,1,0,0,0,,0,3.1,8,200,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Biryani|Mughlai|Beverages|Desserts|Kebab
The Druid Garden,"Asian, Continental, Italian, North Indian, Pizza, Desserts",Sahakara Nagar,1,1,1,0,4.4,4330,4.0,4151,1700,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Asian|Continental|Italian|North Indian|Pizza|Desserts
Karnataka Biriyani Point,Biryani,Malleshwaram,1,0,0,0,,0,3.9,27,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani
ITC Sunfeast Baked Creations,"Bakery, Desserts, Sandwich",Rajajinagar,1,0,0,0,,0,4.0,63,250,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Bakery|Desserts|Sandwich
The Old Madras Baking Company,"Bakery, Beverages, Desserts, Cafe",New BEL Road,1,1,1,0,3.8,13,4.4,240,500,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery|Beverages|Desserts|Cafe
Nizam's Kitchens,"Biryani, Mughlai, Andhra, Hyderabadi, South Indian, North Indian",Rajajinagar,1,0,0,0,,0,3.5,309,150,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,Biryani|Mughlai|Andhra|Hyderabadi|South Indian|North Indian
Chapathi Mane,"Mithai, South Indian",Malleshwaram,1,1,0,0,,0,4.3,99,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mithai|South Indian
Iceberg Organic Ice Cream,"Ice Cream, Desserts, Beverages, Shake",Basaveshwara Nagar,1,1,0,0,,0,3.7,148,100,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Ice Cream|Desserts|Beverages|Shake
Tata Cha now Qmin,"Tea, Beverages, Street Food, Shake",Cunningham Road,1,1,1,0,4.0,127,3.7,285,300,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tea|Beverages|Street Food|Shake
Crepito,"Pizza, Burger, Sandwich, Fast Food, Chinese, Street Food, Beverages, Desserts",Rajajinagar,1,1,1,0,3.9,129,3.9,436,600,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,Pizza|Burger|Sandwich|Fast Food|Chinese|Street Food|Beverages|Desserts
Shree Krishna Gokula Veg,"South Indian, North Indian, Chinese, Street Food, Beverages, Shake",Hebbal,1,1,1,1,,0,3.8,69,300,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,South Indian|North Indian|Chinese|Street Food|Beverages|Shake
Sai Ram Juice And Chats,"Street Food, Fast Food, Juices",Malleshwaram,1,1,0,0,3.3,35,3.6,1374,300,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Street Food|Fast Food|Juices
Kim Lee Restaurant,"Chinese, Seafood",Rajajinagar,1,1,1,0,3.7,159,4.3,864,700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Chinese|Seafood
Bowl Soul,"Fast Food, Beverages",Rajajinagar,1,0,0,0,,0,3.7,15,250,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fast Food|Beverages
Ambur Biriyani House,Biryani,Yeshwantpur,1,1,0,0,,0,4.0,102,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani
Pizza 997 AD,"Pizza, Fast Food, Desserts",Rajajinagar,1,0,0,0,,0,3.2,36,350,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pizza|Fast Food|Desserts
Kudla Beach,"Chinese, North Indian, Mangalorean",Rajajinagar,1,1,1,0,3.5,109,3.8,8322,400,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese|North Indian|Mangalorean
Sri Ram Bhojanalay,"North Indian, Biryani, Chinese, Beverages",Yeshwantpur,1,0,0,0,,0,3.8,510,100,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Biryani|Chinese|Beverages
Stories Bar & Kitchen,"Bar Food, Chinese, Fast Food, North Indian, Italian, Beverages, BBQ",Rajajinagar,1,1,1,0,4.4,6626,4.0,801,1500,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bar Food|Chinese|Fast Food|North Indian|Italian|Beverages|BBQ
The Momo Co.,"Asian, Chinese, Momos",Basaveshwara Nagar,1,0,0,0,,0,3.7,16,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Asian|Chinese|Momos
Cake Pastries,Bakery,Rajajinagar,1,1,0,0,,0,4.1,364,400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Bakery
Schezwan Hub,Chinese,Rajajinagar,1,0,0,0,,0,4.1,319,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinese
Foodism.in,"North Indian, Rolls, Beverages",Rajajinagar,1,0,0,0,,0,3.3,262,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,North Indian|Rolls|Beverages
New Sagar Fast Food,"South Indian, Street Food, Chinese",Yeshwantpur,1,1,1,0,3.2,24,4.1,1131,300,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Street Food|Chinese
Fabelle Chocolates,"Desserts, Bakery",New BEL Road,1,0,0,0,,0,4.0,15,400,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Desserts|Bakery
Udupi Kitchen,"South Indian, Chinese, North Indian",Hebbal,1,1,1,0,,3,3.8,66,300,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Chinese|North Indian
Trattoria By Toscano,"Italian, Continental, Healthy Food, Desserts, Salad, Shake",Malleshwaram,1,0,0,0,,0,4.1,318,300,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Italian|Continental|Healthy Food|Desserts|Salad|Shake
Baf's Cafe,"Chinese, Juices, Fast Food, Momos, North Indian, Desserts, Beverages",Basaveshwara Nagar,1,1,1,0,4.0,52,3.8,168,500,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Chinese|Juices|Fast Food|Momos|North Indian|Desserts|Beverages
Fipola Grill House,"Roast Chicken, Fast Food",Frazer Town,1,0,0,0,,0,,6,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Roast Chicken|Fast Food
Rara Avis,"Kerala, Middle Eastern, North Indian, Chinese, Shake",Sahakara Nagar,1,1,1,0,4.3,817,4.2,5245,1100,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kerala|Middle Eastern|North Indian|Chinese|Shake
Rice Sambar,"Fast Food, Rolls, South Indian",Yeshwantpur,1,1,1,0,3.1,8,3.0,299,200,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Fast Food|Rolls|South Indian
Garden Kabab Corner,"Mughlai, North Indian, Seafood, Kebab",Yeshwantpur,1,1,1,0,3.2,26,4.1,1337,400,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Mughlai|North Indian|Seafood|Kebab
Hotel Srinivasa Family Restaurant,"South Indian, Chinese, Mughlai, Beverages",Peenya,1,1,1,0,3.3,4,4.3,138,400,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,South Indian|Chinese|Mughlai|Beverages
The Sugar Free Keto Kafe - By Artinci,"Desserts, Ice Cream, Bakery",Yeshwantpur,1,0,0,0,,0,4.0,23,150,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Desserts|Ice Cream|Bakery
Vadilal Ice Cream,"Ice Cream, Desserts",Yeshwantpur,1,0,0,0,,0,3.9,1,100,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Ice Cream|Desserts
Gandhinagar Donne Biriyani,"Biryani, North Indian",Majestic,1,1,1,0,2.5,5,4.1,70,300,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biryani|North Indian
Drunken Monkey,"Beverages, Healthy Food",New BEL Road,1,1,1,0,4.1,188,4.3,1625,400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beverages|Healthy Food
New Ootada Mane,"Chinese, North Indian, Desserts, Beverages, Shake",Yeshwantpur,1,1,1,1,2.8,91,4.3,857,800,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chinese|North Indian|Desserts|Beverages|Shake
Nammura Naati Mane,"South Indian, Biryani",Sanjay Nagar,1,1,1,0,3.1,5,3.7,94,400,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Indian|Biryani
The Delhi Ritual,"North Indian, Street Food, Fast Food, Beverages, Chinese",Rajajinagar,1,1,1,0,4.1,204,4.0,551,400,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,North Indian|Street Food|Fast Food|Beverages|Chinese
The Hebbal Cafe - Courtyard By Marriott,"Continental, North Indian, Chinese, American, Fast Food","Courtyard by Marriott Bengaluru, Hebbal",1,1,1,0,4.1,244,3.6,88,2000,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Continental|North Indian|Chinese|American|Fast Food
Abubakar Siddiq Hotel,"Chinese, Rolls, South Indian, Mughlai, North Indian",Malleshwaram,1,1,1,0,,0,4.3,183,300,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,Chinese|Rolls|South Indian|Mughlai|North Indian
Kerala Note Book,"Kerala, Biryani, South Indian, North Indian, Desserts, Beverages",New BEL Road,1,0,0,0,,0,3.7,219,150,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kerala|Biryani|South Indian|North Indian|Desserts|Beverages
Pizza Plutos,"Fast Food, Beverages, Burger, Sandwich, Wraps, Juices, Coffee",New BEL Road,1,1,0,0,,0,4.3,192,100,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Fast Food|Beverages|Burger|Sandwich|Wraps|Juices|Coffee
New Karavali Mess,"Mangalorean, Konkan",Rajajinagar,1,1,1,0,3.4,7,3.8,384,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mangalorean|Konkan
Tharavadu Malabar Biryani,"Kerala, Biryani, South Indian, North Indian, Desserts, Beverages",New BEL Road,1,0,0,0,,0,3.6,456,150,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kerala|Biryani|South Indian|North Indian|Desserts|Beverages
Naaan Veg,"North Indian, Mangalorean, Seafood",Yeshwantpur,1,0,0,0,,0,3.1,5709,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,North Indian|Mangalorean|Seafood
Gullu's Chat,"Fast Food, Street Food, Juices, Rolls, Ice Cream, Beverages, Sandwich, Pizza",Seshadripuram,1,1,1,0,3.1,590,3.5,7804,250,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,Fast Food|Street Food|Juices|Rolls|Ice Cream|Beverages|Sandwich|Pizza
Jeet Punjabi Tadka,North Indian,New BEL Road,1,1,1,0,3.1,26,3.6,329,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Indian
Connie's Restaurant & Steakhouse,"Steak, Continental, Italian, Chinese, Fast Food, Desserts, Beverages",Kammanahalli,1,1,1,0,4.5,1570,4.0,4210,1500,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steak|Continental|Italian|Chinese|Fast Food|Desserts|Beverages
